post_id,post_title,post_date,post_excerpt,lat_lng,location_id,location_name,location_notes,street_address,city,state,zip,county,total_cost,start_year,completion_year,new_deal_agencies,new_deal_categories,artists,contractors,designers,status,menu_order,image
4516,Hall of Records &#8211; Dover DE,2011,"&amp;quot;The Hall of Records is a much needed addition to the group of State buildings at Dover. It contains offices for the governor and the secretary of state, the research room, the archives...","39.158476, -75.520267",2641,Hall of Records - Dover DE,&lt;br /&gt;,121 Duke of York Street,Dover,DE,19901,,159785,,,Public Works Administration (PWA),"Offices and administrative, Public buildings",,,,,,http://livingnewdeal.org/wp-content/uploads/2011/12/70_hall_of_records_dover_de-300x225.jpg
4517,J. Ralph McIlvaine Elementary School &#8211; Magnolia DE,2011,&amp;quot;The new Magnolia School replaces a four-room frame structure which had served the school district for 50 years and which was heated by stoves and lacked proper sanitary accommodations.    ...,"39.072191, -75.474761",2642,J. Ralph McIlvaine Elementary School - Magnolia DE,&lt;br /&gt;Originally called the Magnolia School.,Walnut St.,Magnolia,DE,19962,,80445,,,Public Works Administration (PWA),"Educational, Schools",,,,,,http://livingnewdeal.org/wp-content/uploads/2011/12/162_magnolia_school_magnolia_de-300x184.jpg
4518,P. S. duPont Middle School &#8211; Wilmington DE,2011,"&amp;quot;This new high school stands on a 25-acre site which is provided with an athletic field, bleachers, tennis courts, basketball field, and a practice field. The building replaced an old...","39.763585, -75.533921",2643,P. S. duPont Middle School - Wilmington DE,&lt;br /&gt;Originally the Pierre S. Dupont High School.,701 West 34th St.,Wilmington,DE,19802,,1885444,,,Public Works Administration (PWA),"Educational, Schools",,,,,,http://livingnewdeal.org/wp-content/uploads/2011/12/199_dupont_high_school_wilmington_de-300x215.jpg
4519,New Castle Post Office &#8211; New Castle DE,2011,"&quot;New Castle is historically and architecturally the most important town in Delaware, so that great care had to be taken to provide a post office which would blend with the many fine old colonial...","39.661553, -75.565838",2644,Post Office - New Castle DE,&lt;br /&gt;,501 Delaware Street,New Castle,DE,19720,,41179,,,Public Works Administration (PWA),"Post Offices, Public buildings",,,,,,http://livingnewdeal.org/wp-content/uploads/2011/12/588_us_po_new_castle_de-300x210.jpg
7261,Bombay Hook National Wildlife Refuge &#8211; Smyrna DE,2012,"&lt;strong&gt;&quot;&lt;/strong&gt;In 1937, 12,000 acres (49ï¿_ï¿_kmï¿__), mostly tidal salt marsh stretching eight miles (13ï¿_ï¿_km) along Delaware Bay, were purchased to establish the Bombay Hook Migratory...","39.2588187, -75.48201610000001",,,,2591 Whitehall Neck Road,Smyrna,DE,19977,,,,,Civilian Conservation Corps (CCC),Parks and recreation,,,,,,
7263,Trap Pond State Park &#8211; Laurel DE,2012,"&lt;strong&gt;&quot;&lt;/strong&gt;Trap Pond State Park is a 2,109 acre (8.5ï¿_ï¿_kmï¿__) Delaware state park located near Laurel, Delaware. It is one of the largest surviving fragments of what was once an...","38.5210564954138, -75.47621369716796",,,,33587 Bald Cypress Lane,Laurel,DE,19956,,,,,Civilian Conservation Corps (CCC),Parks and recreation,,,,,,http://livingnewdeal.org/wp-content/uploads/2012/07/Trap_Pond_State_Park-300x199.jpg
7620,William D. White Mural &#8211; Wesley United Church Education Center &#8211; Dover DE,2012,"A set of several panels painted by William D. White in 1937 entitled &quot;Harvest, Spring and Summer.&quot; The murals were funded by TRAP for what was then the Dover DE post office and is now the...","39.158168, -75.52436820000003",,,,15 E. Lockerman,Dover,DE,19901,,,,,Treasury Relief Art Project (TRAP),"Art, Mural",William D. White,,,,,http://livingnewdeal.org/wp-content/uploads/2012/08/William-D.-White-Mural-Panel-300x225.jpg
7625,Post Office &#8211; Harrington DE,2012,Constructed in 1939.,"38.9239687, -75.57792719999998",3750,Harrington Delaware Post Office,,2 Commerce St.,Harrington,DE,19952,,,,,,"Post Offices, Public buildings",,,,,,http://livingnewdeal.org/wp-content/uploads/2012/08/Harrington-Delaware-Post-Office-300x225.jpg
7627,Post Office Mural &#8211; Harrington DE,2012,Treasury funded wax tempera mural entitled &quot;Men Hoeing&quot; painted in 1941 by Eve...,"38.9239687, -75.57792719999998",3750,Harrington Delaware Post Office,,2 Commerce St.,Harrington,DE,19952,,,,,Treasury Section of Fine Arts,"Art, Mural",Eve Salisbury,,,,,http://livingnewdeal.org/wp-content/uploads/2012/08/Men-Hoeing-300x218.jpg
7631,Post Office Mural &#8211; New Castle DE,2012,New Deal mural entitled &quot;William Penn Welcomed at New Castle&quot; painted in 1938 by J. Scott...,"39.661553, -75.56583799999999",2644,Post Office - New Castle DE,&lt;br /&gt;,501 Delaware Street,New Castle,DE,19720,,,,,Treasury Section of Fine Arts,"Art, Mural",J. Scott Williams,,,,,http://livingnewdeal.org/wp-content/uploads/2012/08/William-Penn-Welcomed-at-New-Castle-300x225.jpg
7634,Post Office &#8211; Rehoboth Beach DE,2012,Constructed in 1937.,"38.71618429999999, -75.08152789999997",3755,Post Office - Rehoboth Beach DE,,179 Rehoboth Ave.,Rehoboth Beach,DE,19971,,,,,,"Post Offices, Public buildings",,,,,,http://livingnewdeal.org/wp-content/uploads/2012/08/Rehoboth-Beach-Delaware-Post-Office-300x225.jpg
7636,Post Office Mural &#8211; Rehoboth Beach DE,2012,New Deal mural entitled &quot;Frontier Mail&quot; painted by Karl Knaths...,"38.71618429999999, -75.08152789999997",3755,Post Office - Rehoboth Beach DE,,179 Rehoboth Ave.,Rehoboth Beach,DE,19971,,,,1940,Treasury Section of Fine Arts,"Art, Mural",Karl Knaths,,,,,http://livingnewdeal.org/wp-content/uploads/2012/08/Frontier-Mail-300x225.jpg
7643,Post Office &#8211; Selbyville DE,2012,Constructed in 1940.,"38.459322, -75.223473",2640,Post Office - Selbyville DE,&lt;br /&gt;,23 Church Street,Selbyville,DE,19975,,,,,,"Post Offices, Public buildings",,,,,,http://livingnewdeal.org/wp-content/uploads/2012/08/Selbyville-Delaware-Post-Office-300x225.jpg
7646,Old Post Office Murals &#8211; Wilmington DE,2012,New Deal murals entitled &quot;Chemistry and Industry&quot; and &quot;Chemistry and Agriculture&quot; painted in 1938 by Herman Zimmerman. He painted 2 murals for the Wilmington Post Office. They...,"39.746728, -75.546448",10235,Old Post Office - Wilmington DE,,1100 North Market St.,Wilmington,DE,19890,,,,,Treasury Section of Fine Arts,"Art, Mural",Herman Zimmerman,,,,,http://livingnewdeal.org/wp-content/uploads/2012/08/Chemistry-and-Industry-300x225.jpg
7650,Rodney Square Station Post Office Mural &#8211; Wilmington DE,2012,"&quot;New Deal mural entitled &quot;Landing of Swedes at The Rocks in Wilmington&quot; painted in 1938 by Albert Pels. At the time it was painted, it hung behind the judge&#039;s bench in the US...","39.7481268, -75.551784",,,,500 Delaware Ave.,Wilmington,DE,19801,,,,1938,Treasury Section of Fine Arts,"Art, Mural",Albert Pels,,,,,http://livingnewdeal.org/wp-content/uploads/2012/08/Landing-of-Swedes-at-The-Rocks-in-Wilmington-168x225.jpg
31525,Old Post Office and Courthouse &#8211; Wilmington DE,2013,"&quot;The &lt;b&gt;U.S. Post Office, Courthouse, and Customhouse&lt;/b&gt;, also known as &lt;b&gt;Main Post Office&lt;/b&gt;, is a historic post office, courthouse, and custom house, located on...","39.746728, -75.546448",10235,Old Post Office - Wilmington DE,,1100 N. Market St.,Wilmington,DE,19890,,,,1937,Treasury Department (TD),"Post Offices, Public buildings",,,,,,http://livingnewdeal.org/wp-content/uploads/2013/09/Wilmington-DE-Main-Post-Office-300x199.jpg
37196,"Florida&#8217;s CCC Museum, Highlands Hammock State Park &#8211; Sebring FL",2014,"The museum, located in a 1939 CCC building, opened during the Ninth Annual CCC Festival on November 5, 1994. You will see displays of CCC memorabilia, photographs and examples of CCC workmanship. Big...","27.4736186, -81.53041539999998",,,,5931 Hammock Rd,Sebring,FL,33872,Highlands,,1933,1942,Civilian Conservation Corps (CCC),"Lodges, Ranger Stations and Visitor Centers, Parks and recreation",,,,,,http://livingnewdeal.org/wp-content/uploads/2014/02/photo1-300x225.jpg
43050,Greynolds Park &#8211; North Miami Beach FL,2014,"Miami and the surrounding Dade County were effectively without city or county parks until the 1930s.ï¿_ï¿_ The city got its first park in 1925, after which the city was devastated by a hurricane the...","25.942006359931447, -80.15390001586911",,,,17530 W Dixie Hwy,North Miami Beach,FL,33156,Miami-Dade,,1933,1942,"Civilian Conservation Corps (CCC), Works Progress Administration (WPA)","Lakes, Lodges, Ranger Stations and Visitor Centers, Marinas and Aquatic Parks, Parks and recreation, Picnic and Other Facilities, Shelters, Trails, Tree Planting",,,,,,http://livingnewdeal.org/wp-content/uploads/2014/07/CCC-@-Dade-Co-Parks-1-Building-Greynolds-Park-1934-300x199.jpg
38532,Hillsborough River State Park &#8211; Thonotosassa FL,2014,"&quot;Opened in 1938, Hillsborough River State Park is one of Florida&#039;s first state parks; this original CCC Park is divided by the swiftly flowing Hillsborough River with a set of Class II...","28.1480493, -82.22853580000003",,,,15402 N Us Highway 301,Thonotosassa,FL,33592,,,1934,1938,Civilian Conservation Corps (CCC),"Lodges, Ranger Stations and Visitor Centers, Lookout Towers, Parks and recreation, Trails, Tree Planting",,,,,,http://livingnewdeal.org/wp-content/uploads/2014/03/1200px-Hillsborough_River_State_Park_16-300x200.jpg
43045,Fairchild Tropical Botanic Garden &#8211; Coral Gables FL,2014,"Miami and the surrounding Dade County were effectively without city or county parks until the 1930s.ï¿_ï¿_ The city got its first park in 1925, after which the city was devastated by a hurricane the...","25.676576, -80.2757378",,,,10901 Old Cutler Road,Coral Gables,FL,33156,Miami-Dade,,1935,1942,"Civilian Conservation Corps (CCC), Works Progress Administration (WPA)","Botanical Gardens, Lodges, Ranger Stations and Visitor Centers, Parks and recreation, Trails, Tree Planting",,,,,,http://livingnewdeal.org/wp-content/uploads/2014/07/CAM00571-300x225.jpg
43047,Matheson Hammock Park &#8211; Coral Gables FL,2014,"Miami and the surrounding Dade County were effectively without city or county parks until the 1930s.ï¿_ï¿_ The city got its first park in 1925, after which the city was devastated by a hurricane the...","25.68022732808634, -80.26537633010253",,,,9610 Old Cutler Road,Coral Gables,FL,33156,Miami-Dade,,1935,1942,"Civilian Conservation Corps (CCC), Works Progress Administration (WPA)","Lakes, Lodges, Ranger Stations and Visitor Centers, Marinas and Aquatic Parks, Parks and recreation, Picnic and Other Facilities, Shelters, Trails, Tree Planting",,,,,,http://livingnewdeal.org/wp-content/uploads/2014/07/Matheson-Hammock-Park-picnic-structure-CCC-300x225.jpg
33069,Post Office &#8211; Arcadia FL,2013,Constructed by the Treasury Department in 1936-37.,"27.217247, -81.860918",6163,Arcadia Post Office - Arcadia FL,lobby,109 N. Polk Street,Arcadia,FL,34266,,,1936,1937,Treasury Department (TD),"Art, Sculpture",Constance Ortmayer,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/10/Arcadia-FL-Post-Office-300x225.jpg
8860,Post Office Murals &#8211; West Palm Beach FL,2012,"&quot;In 1939 the Treasury Departmentï¿_Ûªs Section of Fine Arts contracted Dohanos to paint six murals depicting the ï¿_ï¿_ï¿_Legend of James Edward Hamilton, Mail Carrierï¿_Ûù in the West Palm Beach, Florida Post...","26.6645646, -80.09108300000003",,,,3200 Summit Blvd.,West Palm Beach,FL,33416,,,1939,,Treasury Section of Fine Arts,"Art, Mural",Stevan Dohanos,,,,,http://livingnewdeal.org/wp-content/uploads/2012/10/WPB-copy-300x199.jpg
4520,DeFuniak Springs Post Office Mural &#8211; Defuniak Springs FL,2011,This mural entitled &amp;quot;Scene of Town&amp;quot; was painted in 1942 by Thomas I. Laughlin. It was a winner of the Treasury Section&amp;apos;s 48-State competition.  It was moved to the...,"30.721378, -86.125158",2645,Post Office - Defuniak Springs FL,&lt;br /&gt;,100 S 18th St,Defuniak Springs,FL,32435,,,,,Treasury Section of Fine Arts,"Art, Mural, Post Offices, Public buildings",Thomas I. Laughlin,,,,,
1552,Liberty Square Public Housing &#8211; Miami FL,2011,"&amp;quot;Liberty Square is a low-rent housing developmentlocated on a 63-acre site (formerly vacant) which was purchased at a cost of $12,000, less than one-half cent per square foot. The structures...","25.833926, -80.220112",2647,Liberty Square Public Housing - Miami FL,&lt;br /&gt;,Liberty Square,Miami,FL,33147,,908500,,,Public Works Administration (PWA),Public buildings,,,,,,http://livingnewdeal.org/wp-content/uploads/2011/12/665_liberty_square_miami_fl-214x225.jpg
4521,Matheson Hammock Park and Coquina Coral Pool  &#8211; Miami FL,2011,"&amp;quot;Matheson Hammock opened in 1930 as the first county park of Dade County, a gift of 80 acres to the county from William J. Matheson.[1] It was administered by the county&amp;apos;s first...","25.681670, -80.271837",2648,Matheson Hammock Park - Miami FL,&lt;br /&gt;,9610 Old Cutler Road,Miami,FL,33156,,,,,Civilian Conservation Corps (CCC),Parks and recreation,,,,,,http://livingnewdeal.org/wp-content/uploads/2011/12/matheson_county_park-300x193.jpeg
6954,O&#8217;Leno State Park &#8211; High Springs FL,2012,"&quot;One of Florida&#039;s first state parks, O&#039;Leno was first developed by the Civilian Conservation Corps (CCC) in the 1930s. The suspension bridge built by the CCC still spans the river....","29.91730948267364, -82.58393010571285",,,,410 S.E. O&#039;Leno Park Road,High Springs,FL,32643,,,,,Civilian Conservation Corps (CCC),Parks and recreation,,,,,,http://livingnewdeal.org/wp-content/uploads/2012/07/OLeno_State_Park_-_CCC_Picnic_Shelter-300x222.jpg
6990,East Hall &#8211; Ocala FL,2012,&lt;strong&gt;&quot;&lt;/strong&gt;East Hall (also known as the Florida Industrial School for Girls or McPherson Government Complex) is an historic one-story redbrick building located at 307...,"29.18427, -82.10004900000001",,,,307 Southeast 26th Terrace,Ocala,FL,34471,,,,,Public Works Administration (PWA),"Educational, Offices and administrative, Public buildings, Schools",,,Frank Parzaile,,,http://livingnewdeal.org/wp-content/uploads/2012/07/Easthallocala-300x225.jpg
6993,Edison Courts &#8211; Miami FL,2012,"&lt;strong&gt;&quot;&lt;/strong&gt;Edison Courts, is a Miami-Dade 345-unit public housing apartment complex just west of the Little Haiti (Lemon City) neighborhood of Miami, Florida. Edison Courts is...","25.8349562, -80.203168",,,,349 NW 65th St,Miamia,FL,33150,,,,,Works Progress Administration (WPA),"Housing, Public buildings",,,"E.L. Robertson, Robert Law Weed, Vladimir Virrick",,,http://livingnewdeal.org/wp-content/uploads/2012/07/Edison-Courts-300x180.jpg
6995,Liberty Square &#8211; Miami FL,2012,&lt;strong&gt;&quot;&lt;/strong&gt;Liberty Square (colloquially referred to as the Pork &amp;amp; Beans) is a 753-unit Miami-Dade public housing apartment complex in the Liberty City neighborhood of...,"25.834172, -80.22190499999999",,,,1415 Northwest 63rd St.,Miami,FL,33147,,,,,Public Works Administration (PWA),"Housing, Public buildings",,,,,,
6998,Fort Homer W. Hesterly Armory &#8211; Tampa FL,2012,"&lt;strong&gt;&quot;&lt;/strong&gt;Fort Homer W. Hesterly is a historic building at 522 North Howard Avenue in the West Tampa section of Tampa, Florida. An art deco style building. It took ten years...","27.949336, -82.48380700000001",,,,522 North Howard Ave.,Tampa,FL,33606,,,,,,"Armories, Public buildings",,,,,,http://livingnewdeal.org/wp-content/uploads/2012/07/Fort_Homer_W._Hesterly-300x225.jpg
7000,City Hall (former) &#8211; Crystal River FL,2012,"&lt;strong&gt;&quot;&lt;/strong&gt;The Crystal River Old City Hall is a historic building in Crystal River, Florida, in the United States. It is located at 532 North Citrus Avenue, off U.S. 19/98. On...","28.898781, -82.59341",,,,532 N. Citrus Ave.,Crystal River,FL,34428,,,,,Works Progress Administration (WPA),"Offices and administrative, Public buildings",,,,,,http://livingnewdeal.org/wp-content/uploads/2012/07/Crystal-River-City-Hall-300x225.jpg
7004,Gilchrist County Courthouse &#8211; Trenton FL,2012,"&lt;strong&gt;&quot;&lt;/strong&gt;The Gilchrist County Courthouse is an historic two-story red brick courthouse building located at 112 South Main Street in Trenton, Gilchrist County, Florida. It...","29.612967, -82.81760700000001",,,,112 S. Main St.,Trenton,FL,32693,,,,,Works Progress Administration (WPA),"Courthouses, Public buildings",,,Smith Holborn and Dozier of Jacksonville,,,http://livingnewdeal.org/wp-content/uploads/2012/07/Gilchrist-County-Courthouse-300x225.jpg
7007,Leon High School &#8211; Tallahassee FL,2012,"&lt;strong&gt;&quot;&lt;/strong&gt;The current building at 550 East Tennessee Street was built in controversy. Built by the Works Progress Administration (WPA) for $500,000, citizens thought the high...","30.444996, -84.2748449",,,,550 E. Tennessee St.,Tallahassee,FL,32308,,,,,Works Progress Administration (WPA),"Educational, Schools",,,,,,http://livingnewdeal.org/wp-content/uploads/2012/07/LeonHighSchl1-300x187.jpg
7026,Old Martin County Courthouse &#8211; Stuart FL,2012,"&quot;The Old Martin County Court House, built in 1937, is an historic Art Deco style courthouse building located at 80 East Ocean Boulevard in Stuart, Martin County, Florida. In 1989, it was listed...","27.1975313, -80.25116700000001",,,,80 East Ocean Boulevard,Stuart,FL,34994,,,,,Works Progress Administration (WPA),"Courthouses, Public buildings",,,L. Phillips Clarke,,,http://livingnewdeal.org/wp-content/uploads/2012/07/OldMartinCountyFlaCourthouse_012-300x225.jpg
7042,Ravine Gardens State Park &#8211; Palatka FL,2012,"&lt;strong&gt;&quot;&lt;/strong&gt;Ravine Gardens State Park is a 59-acre (240,000 m&lt;sup&gt;2&lt;/sup&gt;) Florida State Park located in Palatka, Florida. It is listed on the National Register of...","29.63528026287903, -81.64738719101564",,,,1600 Twigg St.,Palatka,FL,32177,,,,,Works Progress Administration (WPA),Parks and recreation,,,,,,http://livingnewdeal.org/wp-content/uploads/2012/07/Ravine-Gardens-State-Park-300x202.jpg
7046,West Palm Beach National Guard Armory (former) &#8211; West Palm Beach FL,2012,"&quot;The Old West Palm Beach National Guard Armory (also known as the Palm Beach County Armory) is a historic site in West Palm Beach, Florida, United States. It is located at 1703 South Lake...","26.6987442, -80.06010759999998",,,,1703 South Lake Ave.,West Palm Beach,FL,33401,,,,,Works Progress Administration (WPA),"Armories, Public buildings",,,William Manley King,,,http://livingnewdeal.org/wp-content/uploads/2012/07/West_PB_FL_Old_Natl_Guard_Armory01-300x225.jpg
7362,Overseas Highway &#8211; Florida Keys FL,2012,"&quot;The Overseas Highway is a 127.5-mile (205.2ï¿_ï¿_km) highway carrying U.S. Route 1 (USï¿_ï¿_1) through the Florida Keys. Large parts of it were built on the former right-of-way of the Overseas Railroad,...","24.7435742, -80.99062140000001",,,,Overseas Highway,,FL,,,,,,Public Works Administration (PWA),"Roads, highways and bridges, Utilities and Infrastructure",,,,,,http://livingnewdeal.org/wp-content/uploads/2012/07/Moser_Channel_top-300x225.jpg
7364,Bayshore Boulevard &#8211; Tampa FL,2012,"The PWA funded the construction of Bayshore Boulevard, along Hillsborough Bay in Tampa. At 6.5 miles, it is claimed to be the longest continuous sidewalk in the world.","27.906400709901416, -82.48988378839113",,,,Bayshore Blvd.,Tampa,FL,33611,,,,,Public Works Administration (PWA),"Roads, highways and bridges, Utilities and Infrastructure",,,,,,http://livingnewdeal.org/wp-content/uploads/2012/07/Tampa_Bayshore_Blvd_looking_south01-300x225.jpg
8804,Post Office Murals &#8211; Jasper FL,2012,The Section of Fine Arts sponsored these two frescoes by Pietro Lazzari in 1941. They are titled &quot;Harvest at Home&quot; and &quot;News from...,"30.5173699, -82.94808239999998",,,,105 SE Martin Luther King Dr.,Jasper,FL,32052,,,,,Treasury Section of Fine Arts,"Art, Mural",Pietro Lazzari,,,,,http://livingnewdeal.org/wp-content/uploads/2012/10/Jasper-PO-Mural-01-300x85.jpg
8805,Post Office &#8211; Lake Wales FL,2012,Built in 1940 with federal funding.,"27.9026665, -81.58987489999998",4194,Post Office - Lake Wales FL,,6 West Park Ave.,Lake Wales,FL,33853,,,,,,"Post Offices, Public buildings",,,,,,
8806,Post Office Mural &#8211; Lake Wales FL,2012,Section of Fine Arts mural entitled &quot;Harvest Time--Lake Wales&quot; painted by Denman Fink in...,"27.9026665, -81.58987489999998",4194,Post Office - Lake Wales FL,,6 West Park Ave.,Lake Wales,FL,33853,,,,,Treasury Section of Fine Arts,"Art, Mural",Denman Fink,,,,,http://livingnewdeal.org/wp-content/uploads/2012/10/Harvest-Time-Lake-Wales-300x225.jpg
8808,Post Office Mural &#8211; Madison FL,2012,Section of Fine Arts mural entitled &quot;Long Staple Cotton&quot; painted by George Snow Hill in...,"30.4685789, -83.41491989999997",,,,197 SW Pinckney St.,Madison,FL,32340,,,,,Treasury Section of Fine Arts,"Art, Mural",George Snow Hill,,,,,http://livingnewdeal.org/wp-content/uploads/2012/10/Long-Staple-Cotton-300x225.jpg
8812,Post Office Murals &#8211; Miami Beach FL,2012,&quot;Inside the building are three New Deal murals depicting &quot;Episodes from the History of Florida&quot; painted in 1940 by WPA artist Charles Russell Hardman.  he lobby is a round and in the...,"25.7843736, -80.13225139999997",,,,1300 Washington Ave.,Miami Beach,FL,33119,,,,,Treasury Section of Fine Arts,"Art, Mural",Charles Russell Hardman,,,,,http://livingnewdeal.org/wp-content/uploads/2012/10/Episodes-from-the-History-of-Florida-300x225.jpg
8815,Post Office and Courthouse Art &#8211; Miami FL,2012,"&quot;The David W. Dyer Federal Building and U.S. Courthouse, formerly known simply as the U.S. Post Office and Courthouse, is an historic United States Post Office and federal courthouse of the...","25.7772148, -80.1922265",,,,300 Northeast 1st Avenue,Miami,FL,33132,,,,,Treasury Section of Fine Arts,"Art, Mural, Sculptures and Reliefs","Alexander Sambugnac, Denman Fink",,,,,
8817,Old Post Office Mural &#8211; Milton FL,2012,"Section of Fine Arts &quot;mural entitled &quot;Loading Pulpwood&quot; painted by George Snow Hill in 1941. When a new post office was built, it was moved to the Santa Rosa Historical Society Museum....","30.6221214, -87.03815650000001",,,,6821 Caroline St.,Milton,FL,32570,,,,,Treasury Section of Fine Arts,"Art, Mural",George Snow Hill,,,,,http://livingnewdeal.org/wp-content/uploads/2012/10/Loading-Pulpwood-300x225.jpg
8851,Post Office Mural &#8211; Palm Beach FL,2012,"With support from the Treasury Section of Fine Arts, Charles Rosen painted two murals for the Palm Beach post office in 1938. They are titled &quot;Landscape&quot; and &quot;Seminole...","26.7182169, -80.03768969999999",,,,95 North County Road,Palm Beach,FL,33480,,,,,Treasury Section of Fine Arts,"Art, Mural",Charles Rosen,,,,,
8852,Post Office Mural &#8211; Perry FL,2012,Section of Fine Arts mural entitled &quot;Cypress Logging&quot; painted in 1938 for the old Perry post office. It has been restored and moved to the new Perry post...,"30.104836, -83.58108399999998",,,,1600 South Jefferson St.,Perry,FL,32348,,,,,Treasury Section of Fine Arts,"Art, Mural",George Snow Hill,,,,,http://livingnewdeal.org/wp-content/uploads/2012/10/Cypress-Logging-300x114.jpg
8855,Charles R. Knight Mural &#8211; Sebring FL,2012,This Section funded mural &quot;Prehistoric Life in Florida&quot; was painted for the Sebring post office in 1942 by Charles R. Knight. It now hangs in the Sebring Public...,"27.494522, -81.44360599999999",,,,319 West Center Avenue,Sebring,FL,33870,,,,,Treasury Section of Fine Arts,"Art, Mural",Charles R. Knight,,,,,
8856,Old Post Office Murals &#8211; Tallahassee FL,2012,Eduard Buk Ulreich painted 8 murals for what was then the Tallahassee post office and courthouse in 1939. The murals depict the &quot;History of Florida.&quot; The murals remain in the original...,"30.4422133, -84.28124049999997",,,,110 East Park Ave.,Tallahassee,FL,32301,,,,,Treasury Section of Fine Arts,"Art, Mural",Edward Buk Ulreich,,,,,http://livingnewdeal.org/wp-content/uploads/2012/10/Andrew-Jackson-300x216.jpg
9775,FSU William Johnston Building &#8211; Tallahassee FL,2012,"Variously known as the 1939 Dining Hall, the Seminole Dining Hall and now the William Johnston Building, this Collegiate Gothic style building was constructed by the PWA in 1939.  A report from a...","30.441283, -84.293903",,,,Honors Way,Tallahassee,FL,32304,,,,,Public Works Administration (PWA),"Educational, Schools",,JM Raymond Construction Co.,Rudolph Weaver - Architect,,,http://livingnewdeal.org/wp-content/uploads/2012/11/FSU-1939-Dining-Hall-Archive-Photo-300x194.jpg
12185,Florida Keys Memorial &#8211; Islamorada FL,2013,"Also known as the Hurricane Monument, this limestone monument marks the mass grave of the over 300 people killed in one of the deadliest hurricanes to hit the Florida Keys in 1936.  &quot;Standing...","24.917076, -80.636039",,,,Overseas Highway,Islamorada,FL,33036,,,,,Works Progress Administration (WPA),"Monuments and Memorials, Public buildings",,,,,,http://livingnewdeal.org/wp-content/uploads/2013/03/Florida-Keys-Memorial-300x202.jpg
12188,Tampa International Airport Murals &#8211; Tampa FL,2013,The seven murals on display in the Airside E Terminal of the Tampa International Airport were commissioned from artist George Snow Hill in 1939 under New Deal sponsorship:  &quot;In the late...,"27.9807668, -82.5347142",,,,4100 George J Bean Outbound Pkwy,Tampa,FL,33607,,,,,,"Art, Mural",George Snow Hill,,,,,
13501,Shenandoah Middle School &#8211; Miami FL,2013,"&quot;As time progressed and the city grew, Shenandoah&#039;s population increased creating a need for a new, state of the art building. By 1940, land was purchased on 19th Street and 19th Avenue,...","25.7544092, -80.22712520000005",,,,1950 SW 19th St,Miami,FL,33145,,,,,Works Progress Administration (WPA),"Educational, Schools",,,,,,
13521,Coral Gables Woman&#8217;s Club &#8211; Coral Gables FL,2013,"Originally built as the Coral Gables library.  &quot;During the Great Depression, the national Works Projects Administration operated projects in cooperation with state and local governments...","25.761685, -80.25743899999998",,,,1001 East Ponce de Leon Boulevard,Coral Gables,FL,33134,,,,,Works Progress Administration (WPA),"Community Centers, Educational, Libraries, Public buildings",,,,,,
39019,Big City Park Walkway &#8211; Longwood FL,2014,"&quot;&lt;b&gt;The Senator&lt;/b&gt; was the biggest and oldest pond cypress tree in the world, located in Big Tree Park, Longwood, Florida. At the time of its demise, it was 125 feet (38ï¿_ï¿_m) tall,...","28.720730, -81.330805",,,,General Hutchinson Pkwy,Longwood,FL,32750,Seminole,,,,Works Progress Administration (WPA),"Roads, highways and bridges, Utilities and Infrastructure",,,,,,http://livingnewdeal.org/wp-content/uploads/2014/04/The_Senator_Tree_Longwood_Florida-168x225.jpg
39416,Post Office &#8211; Starke FL,2014,"The Starke, Florida post office was constructed with federal funds. The building, which opened in 1941, is still in use today.","29.944478, -82.10927199999998",,,,122 N Walnut St.,Starke,FL,32091,Bradford,,,1941,Treasury Department (TD),"Post Offices, Public buildings",,,,,,
42720,Coral Gables Museum &#8211; Coral Gables FL,2014,"Originally the local police and fire station.  &quot;The Coral Gables Public Safety Building, more commonly referred to as the Old Police and Fire Station, was built in 1939 on the corner of Argon...","25.7505925, -80.26034019999997",,,,285 Aragon Ave.,Coral Gables,FL,33134,Miami-Dade,,,1939,"Public Works Administration (PWA), Works Progress Administration (WPA)","Educational, Firehouses, Museums, Post Offices, Public buildings",,,,,,http://livingnewdeal.org/wp-content/uploads/2014/07/Coral-Gables-Museum_poi-300x214.jpg
21096,Post Office Sculpture &#8220;Arcadia&#8221; &#8211; Arcadia FL,2013,The post office contains a 1939 Section of Fine Arts sculpture by Constance Ortmayer entitled &quot;Arcadia.&quot; The sculpture is 3.5&#039; x...,"27.217247, -81.860918",6163,Arcadia Post Office - Arcadia FL,lobby,109 N. Polk Street,Arcadia,FL,34266,,,,1939,Treasury Section of Fine Arts,"Art, Sculpture",Constance Ortmayer,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/2588-Arcadia.0_archive-216x225.jpg
21208,Fort Pierce City Hall &#8220;Osceola Holding Informal Court with His Chiefs&#8221; Mural &#8211; Fort Pierce FL,2013,This mural was completed with New Deal funds in 1938. It was originally displayed in the post office. ...,"27.449067, -80.3255",6254,Fort Pierce City Hall - Fort Pierce FL,foyer,315 Avenue A,Fort Pierce,FL,34954,,,,,Unknown,"Art, Mural",Lucile Blanch,,,,1,
